"par","signataire_original","type","date","url","titre","texte","nbcar"
"1 journaliste","Emilie Nicolas","une chronique société",2019-03-21,"https://ledevoir.com/opinion/chroniques/550298/ce-qu-on-n-ose-pas-dire","Ce qu’on n’ose pas dire","Au lendemain de l’attentat terroriste de Christchurch, en Nouvelle-Zélande, plusieurs tribuns de la  ...",5287
"1 journaliste","Emilie Nicolas","une chronique société",2020-03-12,"https://ledevoir.com/opinion/chroniques/574753/ce-qui-nous-rend-malades","Ce qui nous rend malades","Ce qui est bien avec cette histoire de coronavirus — parce qu’il faut bien aussi s’attarder au côté  ...",4955
"1 journaliste","Éric Leblanc","une chronique sportive",2022-10-25,"https://www.rds.ca/hockey/canadiens/la-jeune-brigade-defensive-a-montre-ses-lacunes-1.16346198","Canadiens c. Wild : La jeune brigade défensive a montré ses lacunes face au Wild","Le Wild du Minnesota posait un problème similaire à la jeune brigade défensive du Canadien que celui ...",3315
"1 journaliste","Thomas Gerbet","un reportage",2020-03-30,"https://ici.radio-canada.ca/nouvelle/1689801/mort-bebe-joliette-commission-droits-enquete-dpj","Mort d'un bébé à Joliette : la Commission des droits ouvre une enquête","La Commission des droits de la personne et des droits de la jeunesse a ouvert une enquête à la suite ...",3644
"1 journaliste","Thomas Gerbet","un reportage",2020-05-26,"https://ici.radio-canada.ca/nouvelle/1706602/obligation-masque-protection-oculaire-visiere-hopital-chsld-residence","Québec généralise le port du masque et de la protection oculaire dans la santé","Une nouvelle directive du ministère de la Santé vient renforcer la protection des dizaines de millie ...",3746
"1 journaliste","Thomas Gerbet","un reportage",2020-12-11,"https://ici.radio-canada.ca/nouvelle/1756485/chum-eclosion-covid-hopital-virus-montreal","Le CHUM victime de sa première éclosion de COVID-19","Le centre hospitalier de l'Université de Montréal (CHUM) fait face à une toute première éclosion dep ...",3626
"1 journaliste","Thomas Gerbet","un reportage",2020-12-18,"https://ici.radio-canada.ca/nouvelle/1758328/hausse-ventes-saq-partys-illegaux-noel-ministre-dube","Les fortes ventes à la SAQ, un indice que des  partys  illégaux se préparent?","Lors de sa conférence de presse jeudi, le ministre de la Santé du Québec, Christian Dubé, a présenté ...",3622
"1 journaliste","Améli Pineda","un reportage judiciaire",2021-04-22,"https://www.ledevoir.com/societe/613263/agression-sexuelle-le-processus-judiciaire-a-ete-reparateur-pour-lea-clermont-dion","Le processus judiciaire a été «réparateur» pour Léa Clermont-Dion","Bien qu’elle le qualifie d’imparfait et de mésadapté, le processus judiciaire s’est avéré réparateur ...",4516
"1 journaliste","Emilie Nicolas","une chronique société",2020-01-23,"https://ledevoir.com/opinion/chroniques/571345/pour-la-securite-des-femmes","Pour la sécurité des femmes","Depuis que j’ai commencé à évoluer dans le milieu féministe québécois, je n’ai vu aucune question dé ...",5148
"1 journaliste","Éric Leblanc","une chronique sportive",2022-10-10,"https://www.rds.ca/football/alouettes/ne-pas-s-abaisser-au-niveau-de-l-adversaire-1.16321725","Ne pas s'abaisser au niveau de l'adversaire (Chronique d'Éric Leblanc - Alouettes)","Le constat a été prononcé par deux joueurs après la défaite, les Alouettes de Montréal ont développé ...",3527
"1 journaliste","Éric Leblanc","une chronique sportive",2022-11-10,"https://www.rds.ca/hockey/canadiens/st-louis-s-il-y-avait-une-melee-c-etait-surement-lui-1.16386268","Martin St-Louis : « S'il y avait une mêlée, c'était sûrement lui »","Le sourire de Martin St-Louis en disait long quand il a questionné sur la scène impliquant Brendan G ...",3562
"1 journaliste","Éric Leblanc","une chronique sportive",2023-01-05,"https://www.rds.ca/hockey/canadiens/une-lethargie-differente-de-la-saison-derniere-1.16510935","Canadiens : Une léthargie différente de la saison dernière pour le CH","Lorsque Martin St-Louis a été nommé entraîneur du Canadien, la saison dernière, le Canadien venait d ...",3450
"1 journaliste","Thomas Gerbet","un reportage",2021-04-21,"https://ici.radio-canada.ca/nouvelle/1786793/quebec-simplifie-acces-tests-rapides-covid-coronavirus","Québec simplifie l'accès aux tests rapides qui dorment dans des entrepôts | Coronavirus","L'exemple de l'Institut de cardiologie de Montréal, qui fournit des tests rapides de COVID-19 à fair ...",3812
"1 journaliste","Thomas Gerbet","un reportage",2022-01-21,"https://ici.radio-canada.ca/nouvelle/1856068/depistage-delai-ciusss-montreal-coronavirus-pandemie","COVID-19 : plus de 5000 tests PCR ont été jetés sans être analysés | Coronavirus","La malchance a frappé 5462 personnes qui ont passé un test PCR au début de janvier dans le nord de M ...",3822
"1 journaliste","Améli Pineda","un reportage judiciaire",2020-01-24,"https://www.ledevoir.com/societe/595800/les-moments-cles-de-l-arrestation-de-mamadi-camara","Les moments clés de l’arrestation de Mamadi Camara","Pour tenter de faire la lumière sur l’arrestation de Mamadi III Fara Camara, Le Devoir a replongé au ...",4275
"1 journaliste","Améli Pineda","un reportage judiciaire",2020-06-02,"https://www.ledevoir.com/societe/619329/14e-feminicide-une-mere-de-famille-tuee-par-son-conjoint","Quatorzième féminicide de l’année au Québec","Une femme aurait été tuée par son conjoint lundi soir à Montréal alors même que leurs deux enfants é ...",3902
"1 journaliste","Améli Pineda","un reportage judiciaire",2020-06-03,"https://www.ledevoir.com/societe/574679/meurtre-de-daphne-huard-boudreault-les-policiers-blanchis-par-le-commissaire-a-la-deontologie","Meurtre de Daphné Huard-Boudreault: les policiers blanchis par le commissaire à la déontologie","Les interventions policières survenues quelques heures avant le meurtre de Daphné Huard-Boudreault p ...",4545
"1 journaliste","Éric Leblanc","une chronique sportive",2022-09-29,"https://www.rds.ca/hockey/canadiens/un-exemple-probant-de-la-belle-evolution-de-guhle-1.16303215","Canadiens : la belle progression de Kaiden Guhle était à l'avant-plan face aux Jets","Kaiden Guhle ne pourra pas combler tous les points d'interrogation du côté de la défense, mais il pr ...",3390
"1 journaliste","Thomas Gerbet","un reportage",2019-02-26,"https://ici.radio-canada.ca/nouvelle/1155101/virus-onf-office-national-film-informatique","L'ONF victime d'un virus informatique depuis plus de deux semaines","Les activités de tous les bureaux de l'Office national du film du Canada sont considérablement ralen ...",3756
"1 journaliste","Thomas Gerbet","un reportage",2019-10-10,"https://ici.radio-canada.ca/nouvelle/1339351/jeunes-elections-federales-canada-vote-parti-conservateur-scheer-banlieue-toronto","Avoir 20 ans et voter conservateur | Élections Canada 2019","On a tendance à associer le vote conservateur à l'ouest du pays, mais il est aussi très fort en banl ...",3262
"1 journaliste","Thomas Gerbet","un reportage",2020-04-30,"https://ici.radio-canada.ca/nouvelle/1698667/eclosion-covid-19--hopital-general-lakeshore","Éclosion de COVID-19 à l'Hôpital général du Lakeshore | Coronavirus","L'Hôpital du Lakeshore s'ajoute à la liste des établissements victimes d'éclosions entre leurs murs. ...",3377
"1 journaliste","Thomas Gerbet","un reportage",2022-10-23,"https://ici.radio-canada.ca/nouvelle/1926751/boise-steinberg-hochelaga-hydro-montreal-protection-terrain","Un grand pas vers la protection du boisé Steinberg dans l’est de Montréal","Bonne nouvelle pour les citoyens qui se battent depuis des années pour protéger le boisé Steinberg,  ...",3568
"1 journaliste","Éric Leblanc","une chronique sportive",2022-11-29,"https://www.rds.ca/hockey/canadiens/les-joueurs-irrites-par-leur-manque-d-opportunisme-1.16448946","Canadiens (LNH) : les joueurs irrités par leur manque d'opportunisme en avantage numérique","Les défaites provoquent toujours de la frustration et c'est d'autant plus vrai quand ça survient via ...",3491
"1 journaliste","Thomas Gerbet","un reportage",2020-05-05,"https://ici.radio-canada.ca/nouvelle/1700198/eclosions-covid-hopital-pierre-boucher-longueuil","Éclosions de COVID-19 à l'Hôpital Pierre-Boucher de Longueuil","Un autre hôpital s'ajoute à la liste de ceux aux prises avec des éclosions de coronavirus. Radio-Can ...",3577
"1 journaliste","Thomas Gerbet","un reportage",2022-01-14,"https://ici.radio-canada.ca/nouvelle/1854474/niveau-4-delestage-ciusss-centre-sud-montreal","Passage au niveau 4 du délestage pour le CIUSSS du Centre-Sud, à Montréal | Coronavirus","Le Centre intégré universitaire de santé et de services sociaux (CIUSSS) du Centre-Sud-de-l'Île-de-M ...",3927
"1 journaliste","Emilie Nicolas","une chronique société",2019-03-07,"https://ledevoir.com/opinion/chroniques/549301/madame-pas-tout-le-monde","Madame Pas-Tout-le-Monde","On le dit chaque année, mais il faut continuer de le dire : le 8 mars n’est pas une deuxième Saint-V ...",5341
"1 journaliste","Emilie Nicolas","une chronique société",2019-05-30,"https://ledevoir.com/opinion/chroniques/555566/chere-grand-maman","Chère grand-maman","Tu avais 92 ans. Je ne pourrai jamais vraiment savoir ce que c’était pour toi de grandir dans les an ...",5321
"1 journaliste","Emilie Nicolas","une chronique société",2019-09-05,"https://ledevoir.com/opinion/chroniques/561911/au-nom-de-la-securite","Au nom de la sécurité","Il y a maintenant près de deux ans, la direction de la résidence que je partageais alors avec plusie ...",5307
"1 journaliste","Emilie Nicolas","une chronique société",2020-04-02,"https://ledevoir.com/opinion/chroniques/576230/pas-faits-pour-vivre-en-cage","Pas faits pour vivre en cage","Depuis le début de la pandémie, les autorités adoptent des mesures jamais vues pour venir en aide au ...",5271
"1 journaliste","Thomas Gerbet","un reportage",2019-02-18,"https://ici.radio-canada.ca/nouvelle/1153642/pierre-brodeur-remuneration-elus-conseillers-municipaux-rive-sud","L'augmentation salariale du maire de Saint-Lambert reportée","Les élus de Saint-Lambert devaient se voter une substantielle augmentation salariale, une deuxième e ...",3958
"1 journaliste","Thomas Gerbet","un reportage",2020-04-01,"https://ici.radio-canada.ca/nouvelle/1690023/americain-refugie-canada-covid-19-trump-etats-unis-coronavirus","Un Américain se réfugie au Canada à cause de la COVID-19 | Coronavirus","Cameron Akhavan, 22 ans, a annulé son billet de retour et espère rester à Montréal aussi longtemps q ...",3791
"1 journaliste","Thomas Gerbet","un reportage",2021-05-21,"https://ici.radio-canada.ca/nouvelle/1795129/josee-latendresse-candidate-mairie-longueuil","Josée Latendresse sera candidate à la mairie de Longueuil","Encore une nouvelle candidature à la mairie de Longueuil. Radio-Canada a appris que Josée Latendress ...",3315
"1 journaliste","Thomas Gerbet","un reportage",2022-12-15,"https://ici.radio-canada.ca/nouvelle/1941558/frederic-abergel-chum-hopital-pdg-quebec","Frédéric Abergel est pressenti pour prendre la tête du CHUM","La valse des PDG du réseau de la santé ne semble pas vouloir s'essouffler au Québec. Tout indique qu ...",3791
"1 journaliste","Emilie Nicolas","une chronique société",2021-11-04,"https://ledevoir.com/opinion/chroniques/644871/mettre-fin-aux-i-id-u10600688246q3h-freak-shows-i","Mettre fin aux «freak shows»","Bien avant que les médias de masse soient assez développés pour accaparer tous les temps libres de l ...",5113
"1 journaliste","Emilie Nicolas","une chronique société",2022-08-25,"https://ledevoir.com/opinion/chroniques/748797/chronique-la-haine-tranquille","La haine, tranquille","La dernière péripétie de la course à la chefferie du Parti conservateur du Canada est particulièreme ...",5198
"1 journaliste","Emilie Nicolas","une chronique société",2022-12-15,"https://ledevoir.com/opinion/chroniques/774677/chronique-la-honte-d-avoir-faim","La honte d’avoir faim","Dans L’éthique protestante et l’esprit du capitalisme, un des fondateurs de la sociologie moderne, M ...",5199
"1 journaliste","Hugo Dumas","une chronique télévision",2022-03-29,"https://www.lapresse.ca/arts/chroniques/2022-03-29/suzanne-clement-en-quotidienne-a-radio-canada.php","Suzanne Clément en quotidienne à Radio-Canada","Voici un bon scoop fraîchement sorti du four : c’est Suzanne Clément qui a décroché le rôle principa ...",5424
"1 journaliste","Emilie Nicolas","une chronique société",2020-11-26,"https://ledevoir.com/opinion/chroniques/590445/dehors-novembre","Dehors novembre","C’est un cycle classique. D’une part, les gens qui vivent dans la rue valorisent la liberté. La libe ...",4706
"1 journaliste","Hugo Dumas","une chronique télévision",2022-03-09,"https://www.lapresse.ca/arts/chroniques/2022-03-09/fascinantes-fraudeuses-fabulatrices.php","Fascinantes fraudeuses fabulatrices","Dans son anglais mâtiné d’un accent russo-allemand, Anna Sorokin, dite Anna Delvey, a passé neuf épi ...",5581
"1 journaliste","Emilie Nicolas","une chronique société",2019-08-08,"https://ledevoir.com/opinion/chroniques/560222/el-paso-la-faute-a-l-alienation-economique","El Paso, la faute à l’«aliénation économique»?","Lorsque Donald Trump a été élu en novembre 2016, un nombre incalculable de personnes de par le monde ...",5298
"1 journaliste","Hugo Dumas","une chronique télévision",2022-08-19,"https://www.lapresse.ca/arts/chroniques/2022-08-19/never-have-i-ever/jamais-vous-ne-regrettez-jamais-votre-premiere-fois.php","Never Have I Ever | Jamais, vous ne regrettez jamais votre première fois ! ","C’est réjouissant de voir la brillante troisième saison de Mes premières fois (Never Have I Ever) ac ...",5518
"1 journaliste","Emilie Nicolas","une chronique société",2020-03-19,"https://ledevoir.com/opinion/chroniques/575245/nos-anges-gardiens","Nos anges gardiens","C’est l’expression utilisée par François Legault, lors de ses conférences de presse quotidiennes, po ...",5092
"1 journaliste","Hugo Dumas","une chronique télévision",2022-04-20,"https://www.lapresse.ca/arts/chroniques/2022-04-20/le-temps-des-framboises/j-vais-t-en-prendre-trois-casseaux.php","Le temps des framboises | J’vais t’en prendre trois casseaux !","Le premier épisode du Temps des framboises du Club illico nous donne la fausse impression de laboure ...",5480
"1 journaliste","Hugo Dumas","une chronique télévision",2022-02-02,"https://www.lapresse.ca/arts/chroniques/2022-02-02/archive-81/les-videocassettes-du-diable.php","Archive 81 | Les vidéocassettes du diable","Il y a de plus en plus de séries qui manient le surnaturel et l’horreur et c’est tant mieux. C’est s ...",5527
"1 journaliste","Hugo Dumas","une chronique télévision",2022-06-14,"https://www.lapresse.ca/arts/chroniques/2022-06-14/cerebrum-2/viol-au-dessus-d-un-lit-de-coucou.php","Cerebrum 2 | Viol au-dessus d’un lit de coucou","C’est super bon, Cerebrum 2. C’est meilleur que la première saison, qui était, rappelons-le, bien ré ...",5470
"1 journaliste","Hugo Dumas","une chronique télévision",2022-01-24,"https://www.lapresse.ca/arts/chroniques/2022-01-24/the-gilded-age/c-est-downton-abbey-a-new-york-et-c-est-bon.php","The Gilded Age | C’est Downton Abbey à New York et c’est bon","Astiquez l’argenterie familiale, serrez les corsets, enfilez les gants de satin jusqu’au coude et pr ...",5530
"1 journaliste","Hugo Dumas","une chronique télévision",2022-06-11,"https://www.lapresse.ca/arts/chroniques/2022-06-11/le-bureau-des-legendes.php","Le bureau des légendes","Sablez le Codorniu à 13,45 $ ! Nous avons survécu à : a) un autre hiver de type Sibérie à l’heure de ...",5468
"1 journaliste","Emilie Nicolas","une chronique société",2022-09-08,"https://ledevoir.com/opinion/chroniques/753855/chronique-lachez-nous-avec-montreal","Lâchez-nous avec Montréal","Le premier ministre du Québec, François Legault, a en sa possession des études sur la pertinence d’u ...",5258
"1 journaliste","Hugo Dumas","une chronique télévision",2022-01-05,"https://www.lapresse.ca/arts/chroniques/2022-01-05/air-cabochon-et-le-gossip-girl-quebecois.php","Air Cabochon et le Gossip Girl québécois","OMG, as-tu vu la dernière publication du compte Instagram OD Scoop à propos des influenceurs perturb ...",5455
"1 journaliste","Hugo Dumas","une chronique télévision",2022-03-07,"https://www.lapresse.ca/arts/chroniques/2022-03-07/star-academie/grace-a-footloose-jeremy-survit.php","Star Académie | Grâce à Footloose, Jérémy survit ","Les profs, qui essaient de casser Jérémy Plante depuis la rentrée des classes à Waterloo, ont encore ...",5460
"1 journaliste","Hugo Dumas","une chronique télévision",2022-03-21,"https://www.lapresse.ca/arts/chroniques/2022-03-21/star-academie/l-hymne-au-printemps-pour-celle-qui-a-quitte.php","Star Académie | L’hymne au printemps pour celle qui a quitté","Dimanche soir tranquille à Star Académie, où le départ de Marily Dorion n’a pas ébranlé autant les c ...",5558
"1 journaliste","Emilie Nicolas","une chronique société",2020-02-20,"https://ledevoir.com/opinion/chroniques/573290/la-paresse-et-la-dominance","La paresse et la dominance","On s’est beaucoup moqué dernièrement de Peter MacKay, et plus largement de tous les politiciens angl ...",5183
"1 journaliste","Hugo Dumas","une chronique télévision",2022-04-12,"https://www.lapresse.ca/arts/chroniques/2022-04-12/les-chefs/donnez-de-la-sauce-a-jean-luc-boulay.php","Les chefs ! | Donnez de la sauce à Jean-Luc Boulay !","Les jeunes d’aujourd’hui n’ont plus aucun respect pour les traditions. Pouvez-vous croire que les co ...",5440
