signataire_original,type,date,url,titre,début
Emilie Nicolas,une chronique d’opinion,2020-09-17,https://ledevoir.com/opinion/chroniques/586085/coronavirus-humilier-ne-mene-nulle-part,Humilier ne mène nulle part,"Dans le mouvement antiraciste, on s’efforce de manière générale de suivre une règle cardinale : il faut s’en prendre aux systèmes, aux politiques, aux comportements, aux arguments, aux actes et à leurs conséquences, et non aux individus. D’abord, si on cible un problème concret, on peut le régler. Et surtout, étiqueter une personne entière provoque une levée de boucliers qui rend l’écoute et le dialogue impossibles. La réaction est souvent infiniment violente envers les militants, qui disposent rarement du capital social de leurs interlocuteurs. C’est aussi pour des raisons de sécurité qu’il faut éviter d’insulter. Même les plus diplomates reçoivent déjà plus que leur lot de vitriol. Étant notamment issue de ce mouvement-là, j’observe avec beaucoup d’appréhension ce qui se passe en ce moment au Québec. Un groupe important de personnalités publiques traite une partie grandissante de la population de tous les noms d’oiseaux parce que leur confiance dans les médias traditionnels s’effrite, parce qu’on a peur du masque, parce que les théories du complot gagnent du terrain. Des célébrités s’en prennent carrément à l’intelligence de plusieurs citoyens ordinaires, du haut de leurs plateformes imposantes. Elles n’ont vraisemblablement jamais appris à craindre les conséquences du mépris. Les reporters se posent des questions éthiques importantes : faut-il couvrir ou pas ces manifestations, risque-t-on de leur donner de l’importance ? Souvent on les couvre, mais avec précaution. Ensuite, les journalistes d’opinion, les élus et d’autres personnalités prennent bien soin de condamner, avec raison d’ailleurs, les comportements qui causent préjudice à la santé publique. Mais lorsqu’on s’aventure jusque dans l’insulte personnelle, on crée une puissante machine à humiliation publique en deux temps : les salles de nouvelles exposent, les commentateurs moquent. Peut-être qu’à coups d’injures bien senties, on pense se montrer forts, alors qu’on reste décidément désemparés devant cette montée du complotisme. Probablement qu’on ne sait pas quoi faire d’autre. Ce qui est certain, c’est que les dynamiques d’humiliation ne répareront en rien le lien de confiance abîmé envers la science et le journalisme. On voit bien, aux États-Unis, où l’arrogance des élites libérales les a menées. Se souvient-on encore du monstre qu’Hillary Clinton a nourri en traitant les partisans de Donald Trump de « basket of deplorables » lors de la campagne à la présidence de 2016 ? Les quolibets n’ont pas cessé de fuser depuis. Les États-Unis s’en portent-ils mieux ? Nous sommes chanceux, au Québec, qu’aucun parti politique ne cherche à harnacher cette humiliation pour nourrir son mouvement populiste — pour le moment. Mais c’est près du quart des Québécois qui, par exemple, croient que la COVID-19 a pu être créée en laboratoire. Si on continue de traiter le quart de la population d’idiots-imbéciles-habitants-alouette, où s’en va-t-on ? Et si on s’en tenait plutôt à la critique des comportements qui causent la contagion, certes, mais surtout des institutions qui nous mènent dans cette ère dangereuse de post-vérité ? Il me semble qu’on ferait mieux, par exemple, de rediriger la colère et le mépris vers une entreprise comme Facebook, qui menace la santé des démocraties comme aucune arme physique de destruction massive ne saurait le faire."
Emilie Nicolas,une chronique d’opinion,2020-08-20,https://ledevoir.com/opinion/chroniques/584450/l-ancien-ordre-n-existe-plus,L’ancien ordre n’existe plus,"Mon prof d’histoire au secondaire ne l’avait jamais digéré. Comment le premier ministre du Québec Adélard Godbout avait-il pu s’écraser ainsi devant son homologue fédéral, Mackenzie King ? s’exclamait-il. Comment avait-il pu donner son accord à la modification constitutionnelle de 1940 qui a donné à Ottawa la seule responsabilité du nouveau programme d’assurance-chômage ? C’est une véritable boîte de Pandore qui a été ainsi ouverte ! Sous prétexte de crise économique et de guerre, le pouvoir central s’est renforcé et les intérêts du Québec n’ont pas été défendus ! nous expliquait cet enseignant avec émotion. Il n’est pas le seul à se rappeler ce passage marquant. On retrouve encore à gauche et à droite des nationalistes férus d’histoire qui ne tarissent pas de commentaires sur cet épisode en effet déterminant pour le fédéralisme canadien. La création de l’assurance-chômage (ou assurance-emploi depuis 1996) a marqué un changement drastique de philosophie sur le rôle du gouvernement. Le premier ministre conservateur Richard Bennett, prédécesseur de Mackenzie King, avait passé le début des années 1930 à plus ou moins prendre acte de la gravité historique de la Grande Dépression. Face au taux de chômage effarant partout au pays, il avait continué de promouvoir un programme classique de laisser-faire économique. Devant le manque d’approbation de la population canadienne, il n’a eu d’autre choix que de transformer radicalement ses orientations en 1935. « L’ancien ordre n’existe plus, annonça-t-il à la radio. Nous vivons dans des conditions qui sont nouvelles et étranges pour nous… Je suis pour la réforme. Et dans mon esprit, réforme veut dire intervention du gouvernement. » En s’inspirant du New Deal du président américain Franklin D. Roosevelt, Bennett a proposé une série de mesures, dont l’assurance-chômage, qui fut d’abord jugée inconstitutionnelle et ne put donc être mise en place qu’en 1940 par Mackenzie King. L’ancien ordre n’existe plus. Je ne sais pas s’il y a eu une année, depuis l’époque de la Grande Dépression, où ces mots ont autant résonné. Nous vivons en effet en 2020 dans des conditions qui sont nouvelles et étranges pour nous tous. Une nouvelle réalité que nous peinons encore à cerner, et dont notre classe politique n’a certainement pas pris encore la mesure. À Ottawa, Bill Morneau quitte son poste de ministre des Finances. En plus du contexte de la controverse autour de l’organisme UNIS, la rumeur veut que le bureau du premier ministre Justin Trudeau n’arrivait plus à s’entendre avec son ministre sur les orientations du gouvernement, plus particulièrement sur la générosité coûteuse de ses programmes d’aide à la population et du futur plan de relance économique. Cette semaine, on tente de nous faire voir la nomination de Chrystia Freeland aux Finances et le discours du Trône à venir en septembre comme la fin de l’ancien ordre et le début d’une ère inédite marquée par un virage vert de l’économie canadienne et une réforme historique de l’assurance-emploi."
Emilie Nicolas,une chronique d’opinion,2022-09-01,https://ledevoir.com/opinion/chroniques/751530/chronique-l-autre-option,L’autre option,"Un travailleur de milieu (ou de rue), c’est une personne-ressource, le plus souvent employée par un organisme communautaire, chargée de créer des liens de confiance avec une clientèle vulnérable. Il s’agit, par exemple, d’être présent et disponible pour des jeunes aux prises avec des réalités socioéconomiques difficiles. La personne qui effectue du travail de milieu passe beaucoup de temps dans la rue, les parcs et autres points de rassemblement populaires des jeunes. Elle les écoute, les conseille et les dirige vers des ressources spécialisées pour les accompagner dans une recherche d’emploi, une lutte contre la toxicomanie, un problème familial. Dans le quotidien, les travailleurs de milieu jouent aussi un rôle clé pour prévenir les conflits, et par conséquent la violence. Quand ils connaissent les jeunes et que les jeunes leur font confiance, ils peuvent servir de médiateurs, de manière plus ou moins formelle. Leur présence peut donc éviter qu’un incident dérape, mais aussi décourager la recherche de réplique vengeresse après un premier drame, pour éviter que les conflits s’amplifient. Le travail de milieu, à bien des égards, c’est le contraire de la police. D’abord, un travailleur de milieu est normalement directement issu de la communauté où il s’implique, et il s’engage à y intervenir à toute heure de la journée. À l’autre bout du spectre, on apprenait l’été dernier que 84 % des quelque 4500 employés en uniforme du Service de police de la Ville de Montréal habitaient à l’extérieur de l’île de Montréal. La situation peut contribuer, nécessairement, à ce que les quartiers dits « chauds » de Montréal soient perçus comme de simples lieux de travail, et non comme des milieux de vie, dans toute leur complexité. Ensuite, bien des travailleurs de milieu ont aussi une expérience bien personnelle des réalités auxquelles fait face leur clientèle. La personne-ressource peut avoir eu un parcours scolaire très sinueux avant de finalement trouver sa vocation, avoir déjà été aux prises avec une dépendance avant de choisir la sobriété, ou être déjà tombée dans la délinquance avant de reprendre sa vie en main. Dans tous les cas, c’est tant mieux : ce vécu contribue à construire sa crédibilité auprès des jeunes, qui pourront la voir comme un modèle auquel s’identifier. Le message, au fond, c’est : « puisque j’ai pu m’en sortir, je sais que c’est possible pour toi aussi ». À l’inverse, tout « antécédent » sert à disqualifier un aspirant candidat du métier de policier. Finalement, les travailleurs de milieu sont des ressources peu coûteuses, le plus souvent rémunérées aux taux dérisoires qui prévalent dans le milieu communautaire. Et malgré les salaires très bas, les organismes peinent à trouver les fonds pour en embaucher. À Montréal-Nord, par exemple, les deux travailleurs du Café-jeunesse multiculturel ont longtemps été seuls à parcourir les rues de tout le quartier. Vous avez bien lu : deux, pour tout le quartier. Si l’arrondissement en comptera bientôt six, c’est grâce à l’obtention de financement de fondations privées, comme Chagnon et Saputo."
Emilie Nicolas,une chronique d’opinion,2021-12-02,https://ledevoir.com/opinion/chroniques/651249/l-eblouissement,L’éblouissement,"Comme chroniqueuse, je choisis, une fois par semaine, un thème en fonction de mes champs d’intérêt, de mes compétences, et du contexte. Je me demande ce qu’il serait important de dire, qui n’a pas été dit, et qui risque de ne pas être dit. Pour ce faire, il faut consulter au quotidien une quantité importante d’informations. Il y a des moments où ça donne le vertige. Cette semaine, j’ai le vertige. Les images de Pacifique Niyokwizera, le visage enflé, l’œil rougi, m’habitent. Je pense à ces ados malmenés par le Service de police de la Ville de Québec alors qu’ils attendaient un ami à la sortie du Dagobert, à Québec. Je pense au choc et à l’inquiétude des familles, semblables au choc et à l’inquiétude d’on ne saura jamais combien de familles, après des interventions policières qui n’ont pas été saisies sur vidéo. Si le Québec est frappé par les images de Pacifique, il y a là une occasion de mieux comprendre comment, comme société, on laisse de tels incidents se reproduire. Devrais-je donc joindre ma voix à la clameur collective ? Ou serait-il plus utile de porter l’attention sur une tragédie dont on n’a presque pas parlé ? Un féminicide, un autre, à Montréal. Je marchais avec une amie quand je suis passée, le 5 novembre, devant le périmètre de sécurité. On apprenait quelques jours plus tard que Daniel Schlafman, fils du propriétaire de la fabrique Fairmount Bagel, aurait tué une jeune femme de 25 ans. Selon l’organisme Stella, M. Schlafman était connu des travailleuses du sexe de Montréal comme un client dangereux et imprévisible. La jeune victime, résidente de Québec et de passage dans la métropole, n’était pas au courant, elle. Malgré tous les débats publics sur le phénomène des féminicides depuis le début de la pandémie, cette tragédie passe presque complètement sous le radar. Je ne peux m’empêcher de penser que, si la victime n’avait pas été une travailleuse du sexe, l’attention publique aurait été plus grande. Toutes les femmes ne sont-elles pas pourtant égales ? Mais je me demande si, en me concentrant sur ces tragédies individuelles, qui touchent certes des communautés entières ainsi que des problèmes systémiques, je ne passe pas sous silence un conflit à plus haute intensité. En Colombie-Britannique, la GRC continue de procéder à l’arrestation d’activistes autochtones de la nation wet’suwet’en et de leurs alliés. Rassemblés derrière des chefs traditionnels, dits « héréditaires », de la nation, ces « défenseurs du territoire » s’opposent à la construction du pipeline Coastal GasLink sur leur territoire traditionnel. Le gouvernement croit que l’assentiment du conseil de bande de la nation, une structure politique issue de la très coloniale Loi sur les Indiens, suffit pour conclure que les Wet’suwet’en ont accepté le projet. Une injonction de la cour a donc été obtenue pour mettre fin aux manifestations. Certaines images des opérations de la GRC pour mater la résistance autochtone sont d’une violence choquante, particulièrement envers des femmes aînées, non armées, en pleine cérémonie."
Emilie Nicolas,une chronique d’opinion,2020-10-15,https://ledevoir.com/opinion/chroniques/587823/l-egalite-des-chances-d-ecraser,L’égalité des chances d’écraser,"Vendredi dernier, plusieurs ont d’abord vu dans la nomination de l’ex-communicateur du Service de police de la Ville de Montréal Ian Lafrenière au poste de ministre des Affaires autochtones, en remplacement de Sylvie D’Amours, un problème de… parité. Il est vrai que c’est la quatrième fois que le premier ministre François Legault remplace des femmes ministres dont la performance laissait à désirer par des collègues masculins. Il est aussi vrai que, si les erreurs des hommes ministres étaient jugées aussi sévèrement par M. Legault, Simon Jolin-Barrette aurait perdu sa limousine dès ses premiers cafouillages à l’Immigration. Mais dans le contexte de la mobilisation suivant la mort de Joyce Echaquan, il y avait quelque chose de déplacé dans cette préoccupation pour l’équilibre hommes-femmes au sein du cabinet à Québec. Comme s’il s’agissait du principal enjeu des droits des femmes à être ciblé ce jour-là. Comme s’il n’était pas plus outrageant que les femmes autochtones, qui avaient permis la mise sur pied de la commission Viens avec leurs dénonciations de la police de Val-d’Or, voient un ex-policier nommé responsable du chantier entamé grâce à leurs efforts. Comme si la situation aurait été meilleure si Lafrenière avait plutôt été une ex-policière. Car être féministe, ça ne s’exprime pas en déplorant que les hommes et les femmes caquistes n’aient toujours pas une « chance » égale de bloquer l’avancement du mouvement des femmes autochtones pour leur santé, leur autonomie et leur dignité. Préférer une femme coûte que coûte comme responsable du dossier des femmes autochtones, si imparfaite soit sa gestion, n’est pas sans rappeler la thèse avancée par Félix Boggio Éwanjé-Épée et Stella Magliani-Belkacem dans leur essai Les féministes blanches et l’empire, paru en France en 2012. Les auteurs y passent notamment en revue une partie de l’histoire du mouvement féministe français, qui faisait valoir, dans la première moitié du XXe siècle, que les possessions françaises telles que l’Algérie seraient mieux administrées si on laissait aux femmes un plus grand rôle dans la mise en œuvre des politiques coloniales. C’est que les Françaises, croyait-on, auraient un accès plus aisé à l’intimité du foyer des « Indigènes », ce qui pouvait faciliter la réalisation de la mission civilisatrice. L’entrée sur le marché du travail de certaines femmes européennes et leur relative « émancipation » se sont ainsi réalisées en piétinant les droits des femmes du Sud. Le lien avec le Québec ? Ici, c’est dans les années 1960 que l’État a commencé à s’intéresser au territoire qu’il a alors nommé Nouveau-Québec (peut-on faire plus colonial ?), pendant que le mouvement québécois des femmes prenait son essor. Le gouvernement du Québec a voulu assimiler de force les Inuits du Nunavik, par exemple, à la culture francophone, pour remplacer la culture anglophone amenée (aussi de force) jusque-là par Ottawa. Et bien sûr, les femmes québécoises ont depuis eu des occasions de leadership importantes dans tout ce qui a trait à la colonisation du Grand Nord par l’administration de la santé, de l’éducation et des services sociaux."
Emilie Nicolas,une chronique d’opinion,2020-10-08,https://ledevoir.com/opinion/chroniques/587441/l-heure-du-test,L’heure du test,"Au mois de juin, le premier ministre du Canada, Justin Trudeau, s’agenouillait avec les manifestants dans les rassemblements Black Lives Matter. Il répétait partout : « Je vous écoute, je vous entends. » Dans le récent discours du Trône, il répétait son intention de s’attaquer au racisme systémique. C’est très bien — et certainement mieux
que ceux qui, à l’Assemblée nationale, pataugent encore dans le déni. Le gouvernement fédéral répond ainsi à un changement dans l’opinion publique, qui se montre de plus en plus sensible à cet enjeu. Mais est-il vraiment prêt à agir ? Depuis maintenant trois semaines, Mamadou Konaté est enfermé au Centre de détention fédéral de Laval, en attente de son expulsion. L’homme d’origine ivoirienne a travaillé en CHSLD durant la première vague de la pandémie. Il a lui-même contracté le virus, puis est retourné à son poste ensuite. Il craindrait actuellement pour sa vie s’il devait retourner en Côte d’Ivoire, car il y avait déjà été emprisonné lors de la guerre civile qui a déchiré le pays au début des années 2000. Des élections houleuses s’y préparent présentement. Malgré son travail, Konaté n’est pas admissible au programme spécial de régularisation des demandeurs d’asile : c’est qu’il détenait un poste de préposé à l’entretien ménager par l’entremise d’une agence de placement, plutôt que d’être préposé aux bénéficiaires. Il fait partie de ces travailleurs essentiels écartés de la « gratitude » étatique, qui se veut résolument bien étroite. Malgré une pétition qui a recueilli près de 38 000 signatures et l’appui de députés de l’opposition, le ministre fédéral de l’Immigration, Marco Mendicino, refuse de commenter le dossier, et on a décidé à Québec de ne pas faire pression sur Ottawa. Konaté est par ailleurs loin d’être le seul dans sa situation. Mostafa Henaway, organisateur communautaire au Centre pour les travailleurs et travailleuses immigrants (CTI), soutient plusieurs personnes au statut précaire depuis le début de la pandémie. Il me parle notamment d’un couple d’origine nigérienne, arrivé ici par la frontière américaine en 2017, dont l’appel de la demande d’asile vient d’être rejeté. Lui travaille dans un entrepôt de Dollarama, elle dans un centre de distribution alimentaire. Leur fille de deux ans est née ici. Mais à moins d’un miracle, toute la famille fera elle aussi face bientôt à l’expulsion. « Les récits de vie des demandeurs d’asile originaires d’Afrique de l’Ouest ont tendance à être systématiquement remis en doute par les commissaires fédéraux, qui connaissent souvent très mal le contexte culturel et politique de ces pays », déplore M. Henaway. Les travailleurs des entrepôts et de l’industrie alimentaire sont tout aussi essentiels — et sous-payés — que le personnel des CHSLD. Là aussi, on retrouve une concentration démesurée de personnes au statut précaire et de personnes racisées."
Emilie Nicolas,une chronique d’opinion,2021-09-02,https://ledevoir.com/opinion/chroniques/629184/la-banalisation-tranquille,La banalisation tranquille,"Nous sommes à l’entrée principale, devant la bâtisse, qui a dû être reconstruite deux fois. C’est que les enfants, dans leur révolte, ont réussi à deux reprises à la détruire par le feu. C’est par cette entrée principale, donc, que les enfants arrivaient pour la première fois au pensionnat. C’est là, aussi, qu’on prenait les photos officielles. Le reste de leurs années de séjour, elle leur sera interdite. La première journée, on sépare les filles et les garçons, on leur coupe les cheveux, on leur retire tous leurs vêtements et objets personnels, et on assigne à chaque enfant un numéro. Dorénavant, on ne leur adressera la parole qu’avec leur numéro. Ils dormiront, mangeront, travailleront, s’assoiront dans l’ordre de leur numéro. On s’assure par ailleurs de donner aux membres d’une même fratrie des numéros éloignés les uns des autres. Juste à gauche se trouve le parloir. Les rares fois où les parents pouvaient leur rendre visite, c’est là qu’on les installait. On avait interdit aux enfants de parler toute autre langue que l’anglais, que les parents ne maîtrisaient pas, le plus souvent. L’enfant avait deux options. Parler sa langue et être frappé et puni plus tard. Ou s’en tenir à l’anglais et ne pas être compris de ses parents. Souvent, l’enfant choisissait le silence complet. Un peu plus loin, vous avez l’infirmerie. Faute de lits, les enfants malades restaient avec le groupe (à contaminer les autres), à moins d’être vraiment, vraiment incapables de se tenir debout. Les parents n’étaient avertis de la maladie de leur enfant que lorsque sa mort était imminente. Souvent, ils ne pouvaient arriver à temps. Les compagnies pharmaceutiques ont fait à plusieurs reprises des expérimentations dans cette infirmerie. On donnait un traitement encore à l’étude à quelques enfants, on le refusait aux autres. On prenait en notes les résultats. Un peu plus loin, on se retrouve dans l’escalier principal, en bois verni. Les enfants n’y ont jamais accès, à l’exception de quelques filles qui ont la responsabilité de le nettoyer. Les filles occupent leurs journées aux tâches domestiques : la cuisine, la lessive, le ménage. Elles n’ont pratiquement jamais le droit d’aller dehors. Quelques survivantes se rappellent qu’être assignées au nettoyage de l’escalier principal était un privilège : ça donnait l’occasion de regarder par la fenêtre. En bas, il y a la cafétéria. On y servait le matin un gruau de base. Les survivants racontent que lorsqu’il était brûlé, ou qu’on y trouvait des vers, on devait tout de même le manger jusqu’au bout. Si on ne finissait pas son bol, celui-ci était rapporté à l’enfant au prochain repas, et à celui d’après, jusqu’à ce qu’il soit terminé. Les garçons travaillaient dehors à traire le lait des vaches, à ramasser les œufs du poulailler, à cueillir les pommes du verger. Le tout était vendu au village, mais il leur était interdit d’y avoir accès. Un peu plus loin, il y a la salle des fournaises. Juste après, c’est la buanderie. C’est dans ces deux pièces que la plupart des abus physiques et sexuels se sont déroulés, selon les survivants."
Emilie Nicolas,une chronique d’opinion,2020-07-23,https://ledevoir.com/opinion/chroniques/582916/la-democratie-et-l-empire,La démocratie et l’Empire,"Après avoir envoyé des agents fédéraux « en renfort » à Portland la semaine dernière et à Chicago mercredi, Donald Trump parle d’en déployer encore à New York, à Philadelphie, à Detroit et à Baltimore. Des villes fortement afro-américaines, menées par des démocrates, où les manifestations Black Lives Matter prennent une ampleur qui déplaît tant à son programme idéologique qu’à son calendrier de campagne. Samedi, Nancy Pelosi, présidente de la Chambre des représentants, condamnait les décisions présidentielles dans une déclaration officielle : « Nous vivons dans une démocratie, et non dans une république de bananes. » L’expression est lourde de sens. Le terme apparaît au début du XXe siècle, alors que la grande entreprise américaine United Fruit Company s’emploie activement à corrompre les élus, à déstabiliser la démocratie et à fomenter un coup d’État au Honduras. L’expression se popularise alors que la tactique est reproduite un peu partout en Amérique latine et dans les Caraïbes. Le but : mettre en place des régimes favorables aux ambitions américaines, prêts à rédiger docilement des lois qui permettent aux capitalistes d’accumuler les profits sans se préoccuper de l’expropriation des communautés locales ou de normes du travail trop encombrantes. Depuis plus d’un siècle, donc, la fameuse démocratie de Mme Pelosi importe des bananes et exporte la dictature. À plusieurs reprises, les États-Unis n’ont pas hésité à envoyer l’armée pour défendre leurs intérêts économiques à l’étranger. Le 28 juillet, cela fera exactement 105 ans que les marines de Woodrow Wilson débarquaient en Haïti pour une occupation militaire qui officiellement allait durer 20 ans, mais dont les effets se font sentir jusqu’à aujourd’hui. On parle de viols, d’assassinats, de torture. À Washington, on ne se cachait pas de préférer déployer des troupes originaires du Sud, qui auraient plus d’expérience « disciplinaire » avec les Noirs. Dans les faits, c’est toute la violence de Jim Crow qui a été exportée, pendant qu’on réécrivait les lois de la République d’Haïti afin de permettre aux compagnies américaines l’accès à la propriété terrienne et de forcer les résidents à détruire les forêts de l’île pour l’exportation du bois. La catastrophe écologique qui fragilise le pays a commencé à cette époque, sous la botte de Washington. La violence étatique, policière et militaire américaine que l’on condamne dans certains cercles depuis quelques semaines est donc plutôt en place depuis longtemps. Le pays s’est d’abord construit en asservissant, en terrorisant et en dépossédant les populations autochtones et noires de l’Amérique du Nord. Par les massacres des « Indiens » par les « cowboys », désormais romanticisés dans les westerns d’Hollywood, l’expansion vers l’ouest et le capitalisme d’extraction ont été rendus possibles. Par le terrorisme du Ku Klux Klan, la ségrégation raciale et le racisme systémique, les Afro-Américains ont été maintenus dans un rôle de cheap labour aux droits fragiles, même après l’abolition de l’esclavage."
Emilie Nicolas,une chronique d’opinion,2023-01-19,https://ledevoir.com/opinion/chroniques/778414/chronique-le-declin-de-davos,Le déclin de Davos,"Chaque année s’amorce avec la même nouvelle — seule son heure exacte varie. Le 3 janvier, à 9 h 43 du matin, les p.-d.g. les mieux rémunérés du Canada avaient déjà gagné l’équivalent du salaire annuel moyen au pays, soit 58 800 $. Ici, c’est le Centre canadien pour les politiques alternatives qui a fait les calculs et publié un rapport repris, bien sûr, un peu partout en cette période creuse pour les actualités. Mais la question des inégalités de richesse toujours plus faramineuses fait aussi la manchette ailleurs dans le monde chaque janvier, ou presque. Chaque janvier, le thème est aussi remis à l’ordre du jour parce que des leaders politiques et des gens d’affaires du monde entier se réunissent à Davos, au coeur des Alpes suisses, pour le Forum économique mondial (FEM). Cette semaine, comme chaque année depuis maintenant une décennie, Oxfam International profite du Forum pour publier un rapport qui met l’accent sur les inégalités de richesse. On y apprend notamment, dans cette dernière édition, que le 1 % des super-riches a acquis deux fois plus de capital au cours des deux dernières années que l’autre 99 % de l’humanité. Mais le FEM lui-même — son cadre, ses invités, la beauté et l’inaccessibilité de son site — suscite déjà un questionnement sur les plus privilégiés de ce monde depuis des décennies. Et l’exaspération envers l’existence même du Forum n’a peut-être jamais été aussi forte depuis la pandémie, alors qu’il est devenu l’objet de théories du complot particulièrement imaginatives au sein de la droite populiste, d’abord américaine, puis internationale. « The Great Reset » — le thème du Forum en 2020 — a été récupéré par les conspirationnistes pour évoquer le spectre d’un monde où les puissants et les ultra-riches auraient utilisé le prétexte de la pandémie pour inoculer aux peuples des vaccins dotés du pouvoir de les priver de leur libre arbitre, question d’instaurer un nouvel ordre politique totalitaire. Vous voyez, ça va loin. On blâmera, à raison, les professionnels de la désinformation eux-mêmes, et le laxisme des médias sociaux envers le phénomène, pour leur rôle dans la popularité de ces hypothèses farfelues. Il faudrait aussi admettre que le contexte dans lequel se tient le FEM n’aide pas. Nous sommes nombreux à sentir que les milliardaires de ce monde vivent pratiquement dans une autre galaxie que la nôtre, ou qu’ils ne partagent pas, du moins, la même condition humaine que le commun des mortels. Avec l’accroissement des inégalités de richesse, l’impact des décisions de ces grands capitalistes sur nos vies ne fait que croître, et s’accompagne d’un sentiment d’impuissance grandissant. La frustration, doublée de l’impression d’une distance inouïe avec ces gens, peut devenir un terreau fertile pour l’imagination. Avec l’inflation actuelle et le contexte économique incertain, ici comme ailleurs dans le monde, l’idée des élites réunies confortablement au milieu des Alpes choque d’autant plus."
Emilie Nicolas,une chronique d’opinion,2023-02-16,https://ledevoir.com/opinion/chroniques/781909/chronique-le-hockey-vu-par-la-recherche,Le hockey vu par la recherche,"Depuis le début de la semaine, nous sommes nombreux à être sous le choc. Le jugement de la Cour supérieure de l’Ontario sur la demande d’action collective déposée par trois anciens hockeyeurs juniors, rapporté lundi par Martin Leclerc, de Radio-Canada, est particulièrement dur à lire. Pour le lecteur non averti, le niveau de violence sexuelle, physique et psychologique qui y est évoqué est profondément troublant. Mais pour les experts du sport, c’est probablement ce choc même du public qui est le plus exaspérant. Déjà, en juillet dernier, 28 universitaires canadiens publiaient une lettre ouverte intitulée « Les violences sexuelles et la misogynie sont profondément enracinées dans le hockey masculin ». Si le jugement ontarien dépeint un problème systémique au hockey, où les scènes les plus dégradantes se déroulent au vu et au su des entraîneurs et des directeurs, la lettre de juillet parlait déjà d’une culture qui « normalise la violence, l’agression, l’alcool, l’intimidation, les “plaisanteries” sexistes et homophobes et la dégradation des femmes et des personnes LGBTQ2+ ». Pourquoi, alors, la surprise générale, même des journalistes sportifs ? La réponse se trouve aussi dans le travail des chercheurs. La lettre collective nous enjoint notamment de lire un papier de 2013 publié par la sociologue Kristi A. Allain. Son titre (traduit) : « Ce qui se passe dans le vestiaire reste dans le vestiaire ». Sa recherche porte sur la culture du secret au hockey, et sur les mécanismes mis en place dans le milieu pour fermer les portes aux regards externes — particulièrement s’ils sont féminins. En bref, les hockeyeurs seraient socialisés de sorte à ne rien dire à personne, jamais, et la pénalité sociale pour le bris de ce code serait très importante. On en comprend deux choses. D’abord, la masculinité typique du hockeyeur, soit le gars peu loquace, voire laconique, aux émotions toujours réprimées qu’on a l’habitude de voir en entrevue à la fin des matchs, cache quelque chose de plus sombre. Si ce type de personnalité publique est activement encouragé par le sport, on peut penser aussi que c’est parce qu’il protège le milieu du monde extérieur. Ensuite, les trois anciens joueurs qui ont mis au jour la question de la violence dans le sport sont, dans le contexte, d’autant plus courageux. Cinq ans après le mouvement #MoiAussi, le tabou entourant la violence sexuelle dans les vestiaires peut sembler étonnant. Mais plus on lit les différents papiers, mémoires et thèses du collectif de chercheurs, plus on comprend. La barrière culturelle à surmonter pour dénoncer ressemble plus au mont Everest qu’à une barrière. Est-ce que l’onde de choc politique de cette semaine sera suffisante pour faire changer les choses ? Encore une fois, une autre publication nous éclaire."
Emilie Nicolas,une chronique d’opinion,2021-04-08,https://ledevoir.com/opinion/chroniques/598391/le-retour-d-ascenseur,Le retour d’ascenseur,"Bonne nouvelle ! (Pour une fois.) On annonçait cette semaine que la recherche d’un vaccin contre le VIH, qui cause le sida, avait progressé de manière très prometteuse. Après la phase 1 des essais cliniques, la formule de vaccin nouvellement développée aurait permis la production de cellules immunitaires rares nécessaires à la production d’anticorps efficaces contre le VIH chez 97 % des participants. En plus de 30 ans de recherche scientifique, c’est du jamais vu. Nous n’en sommes pas encore à crier victoire. D’abord, il faut que les essais cliniques continuent pour ce candidat-vaccin. Ensuite, les organismes sans but lucratif derrière ce nouvel espoir, IAVI et Scripps Research, annoncent un partenariat avec Moderna pour voir si la technologie de l’ARN messager utilisée dans son vaccin contre la COVID-19 pourrait accélérer le développement d’autres formules de vaccin contre le VIH. Il s’agit là, en quelque sorte, d’un retour d’ascenseur. Il est particulièrement difficile de trouver un vaccin contre le VIH, car il s’agit d’un virus qui mute très rapidement. Un vaccin qui fonctionne contre un variant du virus n’est pas nécessairement efficace contre un autre, à moins de trouver une formule qui offre une protection très large contre le VIH sous ses formes diverses. Les décennies de recherche portant sur le VIH ont nourri l’avancement des savoirs sur le développement de vaccins contre les virus qui présentent plusieurs variants, tels que la COVID-19 et plusieurs autres coronavirus. Avec la pandémie
actuelle, on a octroyé de larges sommes à la recherche pharmaceutique afin d’accélérer la production. Si cette prise de vitesse insuffle de nouveaux espoirs dans le combat contre le VIH, ce n’est que justice, au fond. Environ 38 millions de personnes vivent avec le VIH dans le monde encore aujourd’hui. Toutes ne sont pas malades du sida par contre, loin de là. Avec le traitement antirétroviral, les personnes atteintes peuvent garder leurs charges virales assez basses pour éviter les symptômes les plus graves, ainsi que la transmission. Mais la médication est encore loin d’être accessible à tous, peu importe où on se trouve sur la planète. Aujourd’hui, le virus continue de se transmettre majoritairement là où les traitements antirétroviraux sont le moins accessibles : dans des pays appauvris de l’Afrique subsaharienne et dans des groupes plus marginalisés de plusieurs sociétés, dont la nôtre. On le sait, l’épidémie de VIH/sida a donné lieu, dès ses débuts, à de sombres moments de stigmatisation et a profondément nourri l’homophobie, le racisme anti-noir et la discrimination envers les travailleuses du sexe ainsi que les utilisateurs de drogues."
